data_as_of,start_week,end_week,state,county_name,urbanruralcode,fipsstate,fipscounty,fipscode,indicator,all_deaths_total,covid_19_deaths_total,non_hispanic_white,non_hispanic_black,non_hispanic_american_indian,non_hispanic_asian,non_hispanic_nhopi,hispanic,other,urbanruraldesc,footnote
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Darlington County,4,45,31,45031,Distribution of population (%),2395,297,0.542,0.413,0.003,0.005,0,0.023,0.013,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Dorchester County,3,45,35,45035,Distribution of all-cause deaths (%),3483,331,0.734,0.223,0.007,0.007,,0.024,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Dorchester County,3,45,35,45035,Distribution of COVID-19 deaths (%),3483,331,0.677,0.26,,,,0.039,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Dorchester County,3,45,35,45035,Distribution of population (%),3483,331,0.632,0.253,0.005,0.022,0.001,0.06,0.027,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Florence County,4,45,41,45041,Distribution of all-cause deaths (%),11333,1385,0.573,0.411,0.006,0.002,,0.008,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Florence County,4,45,41,45041,Distribution of COVID-19 deaths (%),11333,1385,0.509,0.461,0.01,,,0.014,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Florence County,4,45,41,45041,Distribution of population (%),11333,1385,0.509,0.43,0.003,0.015,0.001,0.029,0.013,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Georgetown County,5,45,43,45043,Distribution of all-cause deaths (%),3735,402,0.767,0.221,,0.003,,0.007,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Georgetown County,5,45,43,45043,Distribution of COVID-19 deaths (%),3735,402,0.761,0.229,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Georgetown County,5,45,43,45043,Distribution of population (%),3735,402,0.653,0.297,0.002,0.005,0.001,0.033,0.009,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Greenville County,3,45,45,45045,Distribution of all-cause deaths (%),21876,2577,0.794,0.169,0.001,0.007,,0.026,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Greenville County,3,45,45,45045,Distribution of COVID-19 deaths (%),21876,2577,0.778,0.18,,0.009,,0.032,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Greenville County,3,45,45,45045,Distribution of population (%),21876,2577,0.676,0.178,0.002,0.027,0,0.098,0.018,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Greenwood County,5,45,47,45047,Distribution of all-cause deaths (%),4124,491,0.704,0.283,,,,0.008,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Greenwood County,5,45,47,45047,Distribution of COVID-19 deaths (%),4124,491,0.666,0.31,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Greenwood County,5,45,47,45047,Distribution of population (%),4124,491,0.591,0.316,0.002,0.012,0,0.065,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Horry County,3,45,51,45051,Distribution of all-cause deaths (%),17151,1378,0.874,0.1,0.003,0.004,,0.017,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Horry County,3,45,51,45051,Distribution of COVID-19 deaths (%),17151,1378,0.842,0.116,,,,0.033,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Horry County,3,45,51,45051,Distribution of population (%),17151,1378,0.777,0.123,0.004,0.014,0.001,0.062,0.019,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Jasper County,4,45,53,45053,Distribution of all-cause deaths (%),1414,128,0.676,0.275,,,,0.042,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Jasper County,4,45,53,45053,Distribution of COVID-19 deaths (%),1414,128,0.617,0.289,,,,0.086,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Jasper County,4,45,53,45053,Distribution of population (%),1414,128,0.451,0.384,0.004,0.008,0,0.14,0.014,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Kershaw County,3,45,55,45055,Distribution of all-cause deaths (%),2435,211,0.724,0.257,,,,0.014,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Kershaw County,3,45,55,45055,Distribution of COVID-19 deaths (%),2435,211,0.754,0.227,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Kershaw County,3,45,55,45055,Distribution of population (%),2435,211,0.68,0.24,0.003,0.007,0,0.051,0.017,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Lancaster County,2,45,57,45057,Distribution of all-cause deaths (%),3137,265,0.771,0.21,,0.004,,0.012,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Lancaster County,2,45,57,45057,Distribution of COVID-19 deaths (%),3137,265,0.721,0.264,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Lancaster County,2,45,57,45057,Distribution of population (%),3137,265,0.698,0.205,0.003,0.018,0,0.061,0.015,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Laurens County,3,45,59,45059,Distribution of all-cause deaths (%),2774,237,0.769,0.217,,,,0.009,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Laurens County,3,45,59,45059,Distribution of COVID-19 deaths (%),2774,237,0.747,0.245,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Laurens County,3,45,59,45059,Distribution of population (%),2774,237,0.674,0.245,0.003,0.006,0.001,0.056,0.016,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Lexington County,3,45,63,45063,Distribution of all-cause deaths (%),11767,1071,0.811,0.162,0.002,0.007,,0.015,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Lexington County,3,45,63,45063,Distribution of COVID-19 deaths (%),11767,1071,0.757,0.208,,0.01,,0.021,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Lexington County,3,45,63,45063,Distribution of population (%),11767,1071,0.737,0.154,0.003,0.023,0.001,0.064,0.018,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Marion County,6,45,67,45067,Distribution of all-cause deaths (%),1138,106,0.53,0.46,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Marion County,6,45,67,45067,Distribution of COVID-19 deaths (%),1138,106,0.5,0.5,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Marion County,6,45,67,45067,Distribution of population (%),1138,106,0.38,0.563,0.005,0.007,0,0.032,0.013,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Newberry County,5,45,71,45071,Distribution of all-cause deaths (%),1459,143,0.716,0.267,,,,0.014,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Newberry County,5,45,71,45071,Distribution of COVID-19 deaths (%),1459,143,0.664,0.301,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Newberry County,5,45,71,45071,Distribution of population (%),1459,143,0.602,0.294,0.004,0.006,0,0.081,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Oconee County,5,45,73,45073,Distribution of all-cause deaths (%),3702,432,0.92,0.065,,,,0.012,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Oconee County,5,45,73,45073,Distribution of COVID-19 deaths (%),3702,432,0.912,0.065,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Oconee County,5,45,73,45073,Distribution of population (%),3702,432,0.841,0.073,0.002,0.008,0,0.058,0.017,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Orangeburg County,5,45,75,45075,Distribution of all-cause deaths (%),4269,461,0.425,0.565,,,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Orangeburg County,5,45,75,45075,Distribution of COVID-19 deaths (%),4269,461,0.401,0.581,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Orangeburg County,5,45,75,45075,Distribution of population (%),4269,461,0.332,0.615,0.006,0.009,0,0.024,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Pickens County,3,45,77,45077,Distribution of all-cause deaths (%),3790,461,0.926,0.059,,0.004,,0.008,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Pickens County,3,45,77,45077,Distribution of COVID-19 deaths (%),3790,461,0.894,0.082,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Pickens County,3,45,77,45077,Distribution of population (%),3790,461,0.85,0.069,0.002,0.019,0,0.042,0.018,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Richland County,3,45,79,45079,Distribution of all-cause deaths (%),15862,1517,0.511,0.455,0.002,0.009,,0.02,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Richland County,3,45,79,45079,Distribution of COVID-19 deaths (%),15862,1517,0.49,0.469,,0.009,,0.027,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Richland County,3,45,79,45079,Distribution of population (%),15862,1517,0.411,0.479,0.003,0.029,0.001,0.055,0.022,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Spartanburg County,3,45,83,45083,Distribution of all-cause deaths (%),15591,2105,0.786,0.188,,0.008,,0.015,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Spartanburg County,3,45,83,45083,Distribution of COVID-19 deaths (%),15591,2105,0.761,0.201,,0.007,,0.028,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Spartanburg County,3,45,83,45083,Distribution of population (%),15591,2105,0.674,0.204,0.002,0.026,0.001,0.075,0.019,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Sumter County,4,45,85,45085,Distribution of all-cause deaths (%),4171,436,0.518,0.465,,0.006,,0.007,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Sumter County,4,45,85,45085,Distribution of COVID-19 deaths (%),4171,436,0.486,0.489,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,Sumter County,4,45,85,45085,Distribution of population (%),4171,436,0.446,0.471,0.004,0.014,0.001,0.043,0.021,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,York County,2,45,91,45091,Distribution of all-cause deaths (%),8460,785,0.788,0.181,0.006,0.006,,0.017,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,York County,2,45,91,45091,Distribution of COVID-19 deaths (%),8460,785,0.726,0.233,,,,0.023,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SC,York County,2,45,91,45091,Distribution of population (%),8460,785,0.689,0.19,0.007,0.03,0,0.063,0.021,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Brown County,5,46,13,46013,Distribution of all-cause deaths (%),1464,164,0.957,,0.029,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Brown County,5,46,13,46013,Distribution of COVID-19 deaths (%),1464,164,0.915,,0.085,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Brown County,5,46,13,46013,Distribution of population (%),1464,164,0.856,0.016,0.032,0.035,0.002,0.037,0.02,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Minnehaha County,4,46,99,46099,Distribution of all-cause deaths (%),9715,1336,0.885,0.015,0.069,0.009,,0.015,0.006,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Minnehaha County,4,46,99,46099,Distribution of COVID-19 deaths (%),9715,1336,0.826,0.015,0.115,0.014,,0.024,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Minnehaha County,4,46,99,46099,Distribution of population (%),9715,1336,0.811,0.064,0.024,0.022,0,0.054,0.024,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Pennington County,4,46,103,46103,Distribution of all-cause deaths (%),5027,474,0.799,0.005,0.164,0.004,,0.017,0.011,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Pennington County,4,46,103,46103,Distribution of COVID-19 deaths (%),5027,474,0.781,,0.177,,,0.021,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Pennington County,4,46,103,46103,Distribution of population (%),5027,474,0.797,0.013,0.085,0.013,0.001,0.056,0.035,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Yankton County,5,46,135,46135,Distribution of all-cause deaths (%),1062,122,0.939,,0.049,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Yankton County,5,46,135,46135,Distribution of COVID-19 deaths (%),1062,122,0.844,,0.139,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,SD,Yankton County,5,46,135,46135,Distribution of population (%),1062,122,0.873,0.02,0.028,0.007,0,0.055,0.017,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Anderson County,3,47,1,47001,Distribution of all-cause deaths (%),4453,406,0.955,0.032,,0.004,,0.004,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Anderson County,3,47,1,47001,Distribution of COVID-19 deaths (%),4453,406,0.956,0.034,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Anderson County,3,47,1,47001,Distribution of population (%),4453,406,0.888,0.039,0.004,0.014,0,0.034,0.022,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Bedford County,5,47,3,47003,Distribution of all-cause deaths (%),1430,128,0.884,0.087,,,,0.022,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Bedford County,5,47,3,47003,Distribution of COVID-19 deaths (%),1430,128,0.859,0.094,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Bedford County,5,47,3,47003,Distribution of population (%),1430,128,0.76,0.075,0.003,0.009,0.001,0.133,0.019,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Blount County,3,47,9,47009,Distribution of all-cause deaths (%),5823,517,0.967,0.02,,,,0.009,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Blount County,3,47,9,47009,Distribution of COVID-19 deaths (%),5823,517,0.965,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Blount County,3,47,9,47009,Distribution of population (%),5823,517,0.905,0.029,0.003,0.009,0.001,0.038,0.016,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Bradley County,4,47,11,47011,Distribution of all-cause deaths (%),4524,438,0.945,0.035,,0.002,,0.016,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Bradley County,4,47,11,47011,Distribution of COVID-19 deaths (%),4524,438,0.932,0.041,,,,0.023,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Bradley County,4,47,11,47011,Distribution of population (%),4524,438,0.85,0.048,0.003,0.012,0.001,0.068,0.019,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Campbell County,3,47,13,47013,Distribution of all-cause deaths (%),2039,129,0.986,0.007,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Campbell County,3,47,13,47013,Distribution of COVID-19 deaths (%),2039,129,0.977,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Campbell County,3,47,13,47013,Distribution of population (%),2039,129,0.961,0.004,0.003,0.004,0,0.016,0.011,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Carroll County,6,47,17,47017,Distribution of all-cause deaths (%),1296,126,0.914,0.077,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Carroll County,6,47,17,47017,Distribution of COVID-19 deaths (%),1296,126,0.865,0.127,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Carroll County,6,47,17,47017,Distribution of population (%),1296,126,0.841,0.098,0.005,0.004,0,0.031,0.02,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Carter County,4,47,19,47019,Distribution of all-cause deaths (%),2616,251,0.986,0.007,,,,0.005,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Carter County,4,47,19,47019,Distribution of COVID-19 deaths (%),2616,251,0.992,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Carter County,4,47,19,47019,Distribution of population (%),2616,251,0.943,0.016,0.003,0.004,0,0.021,0.013,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Claiborne County,6,47,25,47025,Distribution of all-cause deaths (%),1532,159,0.986,0.007,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Claiborne County,6,47,25,47025,Distribution of COVID-19 deaths (%),1532,159,0.969,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Claiborne County,6,47,25,47025,Distribution of population (%),1532,159,0.95,0.011,0.003,0.008,0,0.015,0.013,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Cocke County,5,47,29,47029,Distribution of all-cause deaths (%),1994,223,0.974,0.017,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Cocke County,5,47,29,47029,Distribution of COVID-19 deaths (%),1994,223,0.991,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Cocke County,5,47,29,47029,Distribution of population (%),1994,223,0.928,0.02,0.004,0.004,0,0.028,0.015,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Coffee County,5,47,31,47031,Distribution of all-cause deaths (%),2708,219,0.948,0.037,,,,0.009,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,TN,Coffee County,5,47,31,47031,Distribution of COVID-19 deaths (%),2708,219,0.95,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
